Eduardo Najera,F,3pt,11,26
Chris Wilcox,F-C,turnaround jump,31,8
Kevin Durant,F,driving layup,25,6
Chris Wilcox,F-C,slam dunk,25,6
Yakhouba Diawara,G-F,finger roll layup,25,6
Allen Iverson,G,layup,25,6
Damien Wilkins,G-F,3pt,39,27
Carmelo Anthony,F,3pt,50,11
Kenyon Martin,F,driving layup,25,6
Damien Wilkins,G-F,3pt,49,7
Allen Iverson,G,running jump,25,16
Kenyon Martin,F,slam dunk,25,6
Yakhouba Diawara,G-F,driving layup,25,6
Allen Iverson,G,driving layup,25,6
Kevin Durant,F,jump,10,20
Carmelo Anthony,F,jump,36,21
Nick Collison,F,layup,25,6
Carmelo Anthony,F,3pt,7,26
Kenyon Martin,F,layup,25,6
Nick Collison,F,dunk,25,6
Carmelo Anthony,F,3pt,24,30
Chris Wilcox,F-C,dunk,25,6
Delonte West,G,layup,25,6
Kevin Durant,F,alley oop layup,25,6
Damien Wilkins,G-F,jump,5,10
Johan Petro,C,jump,31,11
Nene Hilario,C,layup,25,6
Delonte West,G,running jump,30,13
Delonte West,G,dunk,25,6
Linas Kleiza,F,3pt,2,9
Allen Iverson,G,layup,25,6
Eduardo Najera,F,layup,25,6
Mike Wilks,F,jump,12,21
Eduardo Najera,F,layup,25,6
Earl Watson,G,layup,25,6
Linas Kleiza,F,3pt,25,32
Kevin Durant,F,jump,32,21
Yakhouba Diawara,G-F,jump,45,9
Kevin Durant,F,3pt,3,12
Eduardo Najera,F,3pt,24,31
Linas Kleiza,F,3pt,1,5
Linas Kleiza,F,3pt,38,29
Eduardo Najera,F,dunk,25,6
Nick Collison,F,layup,25,6
Delonte West,G,layup,25,6
Carmelo Anthony,F,dunk,25,6
Linas Kleiza,F,dunk,25,6
Allen Iverson,G,reverse layup,25,6
Allen Iverson,G,layup,25,6
Johan Petro,C,dunk,25,6
Mickael Gelabale,F,jump,45,16
Mouhamed Sene,C,alley oop layup,25,6
Brendan Haywood,C,layup,28,7
Gilbert Arenas,G,jump,24,23
David Harrison,C,turnaround jump,15,10
Mike Dunleavy,G,jump,34,22
Jeff Foster,F-C,jump,7,11
Brendan Haywood,C,slam dunk,25,7
Danny Granger,G-F,3pt,43,23
Danny Granger,G-F,3pt,32,30
Gilbert Arenas,G,jump,14,8
Mike Dunleavy,G,jump,10,20
